customer_id,policy_id,claim_id,age,gender,province,monthly_income,join_date,policy_type,premium_amount,policy_status,claim_date,claim_amount,claim_status,fraud_flag,customer_id_status,claim_id_status
CUST1158,POL5158,CLM9158,36,Female,Mpumalanga,50381.06,2023-01-26,Auto,1546.32,Active,2025-09-24,21511.6,Approved,No,Valid Customer ID,Valid Claim ID
CUST1159,POL5159,CLM9159,25,Female,KwaZulu-Natal,30001.2,2022-02-07,Health,3438.78,Active,2025-02-14,5697.73,Approved,No,Valid Customer ID,Valid Claim ID
CUST1160,POL5160,CLM9160,18,Female,North West,38470.74,2025-01-20,Auto,974.54,Active,2025-10-10,15282.96,Approved,No,Valid Customer ID,Valid Claim ID
CUST1161,POL5161,CLM9161,33,Male,North West,26516.72,2023-01-04,Health,1198.22,Cancelled,2024-05-31,14464.4,Rejected,Yes,Valid Customer ID,Valid Claim ID
CUST1162,POL5162,CLM9162,45,Male,Western Cape,22825.46,2022-11-29,Home,1576.87,Active,2025-10-05,18852.06,Approved,No,Valid Customer ID,Valid Claim ID
CUST1163,POL5163,CLM9163,18,Female,North West,71928.48,2021-06-24,Funeral,412.53,Active,2024-03-10,13092.36,Approved,No,Valid Customer ID,Valid Claim ID
CUST1164,POL5164,CLM9164,36,Female,Mpumalanga,43872.78,2022-09-05,Life,1113.98,Active,2025-04-17,62055.48,Rejected,Yes,Valid Customer ID,Valid Claim ID
CUST1165,POL5165,CLM9165,28,Female,KwaZulu-Natal,8685.35,2022-09-28,Life,1188.28,Cancelled,2025-08-31,52774.61,Approved,No,Valid Customer ID,Valid Claim ID
CUST1166,POL5166,CLM9166,52,Male,Eastern Cape,37916.25,2022-12-12,Funeral,330.43,Active,2025-09-11,12152.23,Approved,No,Valid Customer ID,Valid Claim ID
CUST1167,POL5167,CLM9167,18,Male,Eastern Cape,30986.11,2021-04-29,Auto,1350.42,Lapsed,2024-03-27,10754.11,Approved,No,Valid Customer ID,Valid Claim ID
CUST1168,POL5168,CLM9168,36,Male,Limpopo,3500,2024-09-26,Home,1725,Cancelled,2025-09-16,47606,Approved,No,Valid Customer ID,Valid Claim ID
CUST1169,POL5169,CLM9169,41,Female,Free State,21117.09,2022-01-22,Health,1515.87,Active,2025-10-08,15139.33,Approved,Unknown,Valid Customer ID,Valid Claim ID
CUST1170,POL5170,CLM9170,31,Female,KwaZulu-Natal,22270.05,2022-05-19,Life,744.4,Active,2025-11-03,47793.43,Approved,No,Valid Customer ID,Valid Claim ID
CUST1171,POL5171,CLM9171,31,Female,KwaZulu-Natal,23747.84,2021-11-03,Life,830.94,Active,2025-11-02,42527.31,Approved,No,Valid Customer ID,Valid Claim ID
CUST1172,POL5172,CLM9172,41,Male,KwaZulu-Natal,19841,2020-07-08,Health,2019.43,Active,2024-05-10,12709.26,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1173,POL5173,CLM9173,45,Male,Free State,44854.38,2022-08-09,Life,950.13,Active,2024-08-07,23027.18,Approved,No,Valid Customer ID,Valid Claim ID
CUST1174,POL5174,CLM9174,34,Female,Limpopo,48334.55,2021-05-10,Auto,1464,Active,2024-04-13,17280.24,Approved,No,Valid Customer ID,Valid Claim ID
CUST1175,POL5175,CLM9175,43,Male,North West,15371.28,2023-06-10,Funeral,241.93,Active,2024-06-06,13023.24,Approved,No,Valid Customer ID,Valid Claim ID
CUST1176,POL5176,CLM9176,39,Male,Eastern Cape,13969.38,2021-09-27,Auto,1609.29,Active,2025-03-30,16185.24,Approved,No,Valid Customer ID,Valid Claim ID
CUST1177,POL5177,CLM9177,39,Female,Unknown,35659.67,2024-02-23,Life,1128.85,Active,2025-04-25,55652.65,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1179,POL5179,CLM9179,37,Male,Mpumalanga,4995.36,2021-04-25,Auto,1288,Active,2024-04-15,12144.57,Approved,No,Valid Customer ID,Valid Claim ID
CUST1180,POL5180,CLM9180,26,Female,KwaZulu-Natal,31451.07,2021-11-17,Home,1143.21,Active,2024-05-30,37848.01,Rejected,Yes,Valid Customer ID,Valid Claim ID
CUST1181,POL5181,CLM9181,35,Female,North West,30124.61,2023-08-24,Funeral,592.83,Active,2025-01-17,22237.09,Approved,No,Valid Customer ID,Valid Claim ID
CUST1182,POL5182,CLM9182,18,Male,North West,49468.07,2023-11-11,Auto,852,Active,2025-10-27,22390.64,Approved,No,Valid Customer ID,Valid Claim ID
CUST1183,POL5183,CLM9183,43,Male,Gauteng,28268.07,2021-09-05,Health,2392.72,Lapsed,2024-05-22,4348.51,Approved,No,Valid Customer ID,Valid Claim ID
CUST1184,POL5184,CLM9184,35,Male,KwaZulu-Natal,27990,2022-09-01,Auto,912.36,Active,2025-09-15,20525.84,Approved,No,Valid Customer ID,Valid Claim ID
CUST1185,POL5185,CLM9185,35,Female,Limpopo,18934.41,2023-02-06,Health,1991.27,Active,2025-09-29,500,Approved,No,Valid Customer ID,Valid Claim ID
CUST1186,POL5186,CLM9186,18,Female,Gauteng,40496.36,2022-04-30,Life,953.57,Active,2024-10-25,55519.43,Rejected,Yes,Valid Customer ID,Valid Claim ID
CUST1187,POL5187,CLM9187,56,Female,Western Cape,29460.98,2021-02-27,Life,902.72,Active,2024-03-10,44782.4,Pending,No,Valid Customer ID,Valid Claim ID
CUST1188,POL5188,CLM9188,48,Male,Free State,22109.33,2023-07-18,Funeral,498.29,Active,2025-01-17,15917.91,Approved,No,Valid Customer ID,Valid Claim ID
CUST1189,POL5189,CLM9189,33,Female,KwaZulu-Natal,26858.68,2023-09-08,Health,1807.66,Active,2025-08-18,17434.99,Approved,No,Valid Customer ID,Valid Claim ID
CUST1190,POL5190,CLM9190,20,Female,North West,18514.09,2021-04-27,Home,1808,Active,2025-04-20,46866.8,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1191,POL5191,CLM9191,39,Male,Western Cape,16684.28,2023-08-12,Auto,1059.34,Active,2024-10-27,null,Approved,No,Valid Customer ID,Valid Claim ID
CUST1192,POL5192,CLM9192,60,Male,Gauteng,71538.86,2022-10-15,Health,1990.08,Active,2025-07-10,13840.57,Approved,No,Valid Customer ID,Valid Claim ID
CUST1193,POL5193,CLM9193,48,Unknown,Mpumalanga,19358.46,2023-04-26,Health,1439.91,Lapsed,2024-12-05,11955.23,Rejected,Yes,Valid Customer ID,Valid Claim ID
CUST1194,POL5194,CLM9194,46,Female,Eastern Cape,39887.43,2021-06-06,Funeral,456.85,Active,2025-05-23,null,Pending,No,Valid Customer ID,Valid Claim ID
CUST1195,POL5195,CLM9195,46,Female,KwaZulu-Natal,33893.62,2021-05-13,Home,2093.72,Active,2024-07-03,38719.24,Approved,No,Valid Customer ID,Valid Claim ID
CUST1196,POL5196,CLM9196,46,Male,KwaZulu-Natal,8876.62,2024-03-06,Health,2256.75,Active,2025-03-12,3765,Approved,No,Valid Customer ID,Valid Claim ID
CUST1197,POL5197,CLM9197,32,Unknown,Eastern Cape,49472.19,2023-08-07,Auto,1162.47,Lapsed,2025-03-21,12791.27,Approved,No,Valid Customer ID,Valid Claim ID
CUST1198,POL5198,CLM9198,35,Male,KwaZulu-Natal,null,2024-12-04,Life,709.06,Active,2025-11-26,31347.08,Approved,No,Valid Customer ID,Valid Claim ID
CUST1199,POL5199,CLM9199,48,Male,Eastern Cape,42493.49,2022-12-01,Auto,703.83,Active,2025-01-10,4228.37,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1200,POL5200,CLM9200,31,Male,Western Cape,30475.49,2020-11-30,Life,1368.36,Cancelled,2024-03-19,24331.26,Rejected,Yes,Valid Customer ID,Valid Claim ID
CUST1201,POL5201,CLM9201,26,Female,Mpumalanga,15154.96,2022-06-01,Auto,1706.18,Active,2025-05-26,5398.51,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1202,POL5202,CLM9202,22,Unknown,Mpumalanga,35199.57,2024-01-13,Home,1449.67,Active,2025-09-18,28703.7,Approved,No,Valid Customer ID,Valid Claim ID
CUST1203,POL5203,CLM9203,37,Female,Limpopo,39564.66,2023-06-04,Auto,1197.13,Lapsed,2025-12-31,24552.22,Approved,No,Valid Customer ID,Valid Claim ID
CUST1204,POL5204,CLM9204,30,Female,North West,18332.43,2023-11-17,Home,1277.91,Active,2024-11-03,31996.22,Approved,No,Valid Customer ID,Valid Claim ID
CUST1205,POL5205,CLM9205,39,Male,North West,38397.55,2022-12-25,Life,1167.29,Active,2024-05-22,41232.35,Approved,No,Valid Customer ID,Valid Claim ID
CUST1206,POL5206,CLM9206,30,Male,North West,8665.38,2024-09-26,Life,892,Active,2025-07-18,75948.8,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1207,POL5207,CLM9207,32,Male,KwaZulu-Natal,40034.23,2023-02-02,Health,2072.75,Cancelled,2025-06-22,8055.02,Approved,No,Valid Customer ID,Valid Claim ID
CUST1208,POL5208,CLM9208,35,Male,Western Cape,24083.36,2022-12-04,Funeral,310.24,Active,2025-11-27,21468.08,Approved,No,Valid Customer ID,Valid Claim ID
CUST1209,POL5209,CLM9209,24,Male,Western Cape,9485.59,2021-05-12,Health,2428.36,Cancelled,2024-05-07,12687.14,Rejected,Yes,Valid Customer ID,Valid Claim ID
CUST1210,POL5210,CLM9210,40,Female,Limpopo,69793.63,2022-09-25,Health,1911.88,Cancelled,2024-03-21,28452.35,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1211,POL5211,CLM9211,45,Female,Western Cape,15138.39,2024-10-08,Life,1193.95,Active,2025-10-18,22346.91,Approved,No,Valid Customer ID,Valid Claim ID
CUST1212,POL5212,CLM9212,65,Male,Western Cape,34061.44,2025-04-08,Life,1205.35,Active,2025-07-31,52013.06,Approved,No,Valid Customer ID,Valid Claim ID
CUST1213,POL5213,CLM9213,18,Male,KwaZulu-Natal,28047.26,2024-07-24,Auto,1464.74,Active,2025-10-28,20426.15,Approved,No,Valid Customer ID,Valid Claim ID
CUST1214,POL5214,CLM9214,48,Female,Gauteng,24715.31,2022-01-21,Health,1230.85,Active,2024-11-05,23713.42,Approved,No,Valid Customer ID,Valid Claim ID
CUST1215,POL5215,CLM9215,43,Unknown,Mpumalanga,33448.23,2022-05-15,Health,2834.14,Active,2025-03-01,5599.69,Approved,No,Valid Customer ID,Valid Claim ID
CUST1216,POL5216,CLM9216,38,Female,Western Cape,28812.32,2022-08-26,Health,751.87,Active,2024-12-19,500,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1217,POL5217,CLM9217,32,Female,KwaZulu-Natal,25416.64,2023-10-28,Health,776.66,Active,2024-09-10,10388.07,Approved,No,Valid Customer ID,Valid Claim ID
CUST1218,POL5218,CLM9218,30,Female,Free State,29147.94,2022-07-13,Funeral,360.06,Active,2024-06-12,18187.42,Pending,No,Valid Customer ID,Valid Claim ID
CUST1219,POL5219,CLM9219,34,Unknown,Limpopo,21287.1,2023-08-03,Home,1740.09,Active,2025-05-25,13609.71,Approved,No,Valid Customer ID,Valid Claim ID
CUST1220,POL5220,CLM9220,58,Male,Free State,24947.36,2024-08-20,Life,677.59,Cancelled,2024-12-27,61240.99,Approved,Yes,Valid Customer ID,Valid Claim ID
CUST1221,POL5221,CLM9221,44,Female,Mpumalanga,42428,2022-08-10,Life,677.02,Lapsed,2024-09-27,28888.74,Approved,No,Valid Customer ID,Valid Claim ID
CUST1222,POL5222,CLM9222,44,Female,Gauteng,8860.07,2023-11-07,Health,1360.49,Active,2025-07-20,14083.54,Approved,No,Valid Customer ID,Valid Claim ID
CUST1223,POL5223,CLM9223,42,Female,Mpumalanga,6092.76,2023-09-26,Home,1464.08,Active,2024-05-11,31631.21,Approved,No,Valid Customer ID,Valid Claim ID
CUST1224,POL5224,CLM9224,47,Female,North West,36574.56,2025-02-04,Home,1539,Active,2025-05-27,33464.84,Rejected,Yes,Valid Customer ID,Valid Claim ID
CUST1225,POL5225,CLM9225,43,Female,Eastern Cape,43273.73,2022-06-22,Life,1012,Active,2024-05-23,73141.44,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1226,POL5226,CLM9226,44,Female,Western Cape,8409.71,2023-09-12,Health,839.98,Active,2025-08-30,27633.26,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1227,POL5227,CLM9227,60,Female,Mpumalanga,28052,2021-11-21,Health,2904.89,Active,2024-04-22,16503.05,Approved,No,Valid Customer ID,Valid Claim ID
CUST1228,POL5228,CLM9228,35,Male,Eastern Cape,32792.73,2022-04-21,Auto,1893.96,Active,2025-08-15,23302.33,Pending,No,Valid Customer ID,Valid Claim ID
CUST1229,POL5229,CLM9229,43,Male,Eastern Cape,25137.4,2024-02-27,Auto,1964.42,Active,2025-01-24,13709.23,Approved,No,Valid Customer ID,Valid Claim ID
CUST1230,POL5230,CLM9230,45,Male,Gauteng,16739.58,2023-05-25,Life,1013.29,Active,2025-03-27,41463.6,Approved,No,Valid Customer ID,Valid Claim ID
CUST1231,POL5231,CLM9231,37,Female,Limpopo,6319.34,2023-04-27,Health,1929.07,Active,2024-03-04,18996.14,Pending,No,Valid Customer ID,Valid Claim ID
CUST1232,POL5232,CLM9232,33,Female,Eastern Cape,23073.1,2023-06-29,Life,835.97,Active,2025-06-29,28319.43,Approved,No,Valid Customer ID,Valid Claim ID
CUST1233,POL5233,CLM9233,45,Female,Eastern Cape,3500,2022-11-18,Auto,1224.13,Active,2024-08-18,8461.48,Approved,No,Valid Customer ID,Valid Claim ID
CUST1234,POL5234,CLM9234,49,Male,Eastern Cape,20306.44,2023-01-27,Health,1718.67,Active,2024-10-07,15856.53,Pending,No,Valid Customer ID,Valid Claim ID
CUST1235,POL5235,CLM9235,35,Female,Free State,39832.21,2024-06-30,Home,2366.85,Cancelled,2024-10-24,5554,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1236,POL5236,CLM9236,56,Unknown,North West,24164.1,2023-05-22,Funeral,616.25,Active,2024-08-07,6993.32,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1237,POL5237,CLM9237,41,Female,Mpumalanga,12637.76,2024-04-25,Auto,1143.9,Active,2024-09-05,25916.67,Approved,No,Valid Customer ID,Valid Claim ID
CUST1238,POL5238,CLM9238,31,Male,Limpopo,24772.66,2020-05-18,Auto,1762.9,Active,2024-04-12,24472.92,Approved,No,Valid Customer ID,Valid Claim ID
CUST1239,POL5239,CLM9239,44,Male,Western Cape,null,2021-08-10,Health,2375.03,Cancelled,2025-05-03,4507.95,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1240,POL5240,CLM9240,18,Female,North West,3500,2022-07-12,Health,null,Active,2025-10-29,8919.83,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1241,POL5241,CLM9241,47,Male,Western Cape,31015.55,2021-10-17,Health,4455.74,Lapsed,2024-02-07,11635.9,Pending,No,Valid Customer ID,Valid Claim ID
CUST1242,POL5242,CLM9242,22,Male,Mpumalanga,38508.11,2022-05-04,Funeral,null,Active,2024-04-19,25091.65,Approved,No,Valid Customer ID,Valid Claim ID
CUST1243,POL5243,CLM9243,37,Female,Western Cape,37361.17,2022-05-19,Funeral,326.64,Active,2024-04-25,15288.28,Approved,Yes,Valid Customer ID,Valid Claim ID
CUST1244,POL5244,CLM9244,56,Female,Western Cape,41796.3,2024-09-22,Auto,1654.2,Active,2025-11-21,31990.37,Approved,No,Valid Customer ID,Valid Claim ID
CUST1245,POL5245,CLM9245,49,Female,Free State,21469,2023-08-26,Life,1031.01,Active,2024-07-08,15651.48,Approved,No,Valid Customer ID,Valid Claim ID
CUST1246,POL5246,CLM9246,44,Male,Gauteng,49294.09,2023-02-24,Auto,1017.88,Active,2024-12-03,7490,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1247,POL5247,CLM9247,52,Male,Mpumalanga,24376.04,2021-08-22,Life,494.85,Active,2024-05-01,80770.97,Approved,No,Valid Customer ID,Valid Claim ID
CUST1248,POL5248,CLM9248,52,Female,Mpumalanga,16151.58,2021-07-03,Life,1016.01,Active,2025-01-11,27719.17,Pending,No,Valid Customer ID,Valid Claim ID
CUST1249,POL5249,CLM9249,26,Male,Eastern Cape,61763.47,2022-01-02,Auto,1880.74,Active,2025-03-01,18736.06,Approved,No,Valid Customer ID,Valid Claim ID
CUST1250,POL5250,CLM9250,18,Male,Limpopo,15954.61,2022-11-21,Life,1089.14,Active,2025-06-22,36519.76,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1251,POL5251,CLM9251,24,Female,KwaZulu-Natal,8440.35,2024-03-14,Funeral,295.86,Active,2025-06-01,20923.4,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1252,POL5252,CLM9252,18,Male,Western Cape,22560.71,2021-03-23,Health,2369.53,Active,2024-07-29,15628,Approved,No,Valid Customer ID,Valid Claim ID
CUST1253,POL5253,CLM9253,35,Female,Gauteng,30386.49,2020-12-12,Health,1976.03,Active,2024-02-29,17716.88,Approved,No,Valid Customer ID,Valid Claim ID
CUST1254,POL5254,CLM9254,43,Female,Gauteng,44761.46,2025-02-17,Health,1674.34,Lapsed,2025-08-15,7555.63,Rejected,Yes,Valid Customer ID,Valid Claim ID
CUST1255,POL5255,CLM9255,42,Male,Gauteng,23339.95,2022-05-26,Funeral,561,Active,2024-02-02,24215.09,Pending,No,Valid Customer ID,Valid Claim ID
CUST1256,POL5256,CLM9256,41,Male,Free State,50846,2022-11-14,Health,3190.84,Lapsed,2025-01-21,21604.25,Approved,Yes,Valid Customer ID,Valid Claim ID
CUST1257,POL5257,CLM9257,36,Male,North West,32340,2023-01-10,Auto,1330.19,Cancelled,2024-05-10,25217.27,Approved,No,Valid Customer ID,Valid Claim ID
CUST1258,POL5258,CLM9258,50,Unknown,Mpumalanga,36169.62,2023-09-11,Health,2447.91,Active,2025-01-23,6163.18,Approved,No,Valid Customer ID,Valid Claim ID
CUST1259,POL5259,CLM9259,43,Female,Western Cape,3500,2024-01-21,Auto,943.38,Cancelled,2024-04-25,20389,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1260,POL5260,CLM9260,33,Female,Gauteng,19429.66,2021-10-26,Auto,1521.92,Active,2025-04-02,30523.87,Approved,No,Valid Customer ID,Valid Claim ID
CUST1261,POL5261,CLM9261,19,Male,Limpopo,48929.14,2024-03-18,Home,1140.48,Active,2024-08-10,24810.87,Approved,Yes,Valid Customer ID,Valid Claim ID
CUST1262,POL5262,CLM9262,43,Male,North West,34580.62,2022-11-21,Life,922.33,Active,2024-08-30,38253.2,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1264,POL5264,CLM9264,37,Female,Gauteng,22176.46,2023-08-09,Funeral,229.73,Cancelled,2025-06-21,17093.77,Approved,No,Valid Customer ID,Valid Claim ID
CUST1265,POL5265,CLM9265,49,Female,Western Cape,35310,2023-05-01,Health,1901.53,Active,2024-09-03,19143.63,Approved,No,Valid Customer ID,Valid Claim ID
CUST1266,POL5266,CLM9266,64,Male,Eastern Cape,19353.02,2022-07-05,Funeral,305.32,Active,2025-07-24,21673.19,Rejected,Yes,Valid Customer ID,Valid Claim ID
CUST1267,POL5267,CLM9267,28,Male,North West,18522.07,2021-03-05,Life,1175.1,Cancelled,2024-04-04,72418.3,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1268,POL5268,CLM9268,20,Male,Gauteng,20657.73,2023-01-25,Auto,1092.64,Active,2024-03-15,24604.43,Approved,No,Valid Customer ID,Valid Claim ID
CUST1269,POL5269,CLM9269,47,Male,Eastern Cape,27453.73,2022-10-10,Auto,1203.73,Cancelled,2024-01-16,19800.06,Approved,No,Valid Customer ID,Valid Claim ID
CUST1270,POL5270,CLM9270,39,Male,Eastern Cape,68157.64,2023-09-09,Funeral,402.96,Active,2025-02-10,15788.95,Approved,No,Valid Customer ID,Valid Claim ID
CUST1271,POL5271,CLM9271,46,Female,Unknown,42813.66,2022-01-19,Health,2188.85,Active,2025-01-03,10095.12,Approved,No,Valid Customer ID,Valid Claim ID
CUST1272,POL5272,CLM9272,46,Female,KwaZulu-Natal,55177.04,2023-09-04,Home,1891,Active,2024-11-23,15004.71,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1273,POL5273,CLM9273,51,Female,Gauteng,29880.15,2021-07-19,Life,735,Active,2024-09-24,72061.56,Approved,Unknown,Valid Customer ID,Valid Claim ID
CUST1274,POL5274,CLM9274,32,Female,Mpumalanga,23967.46,2021-10-22,Auto,1846.49,Active,2024-09-08,7784.53,Approved,No,Valid Customer ID,Valid Claim ID
CUST1275,POL5275,CLM9275,42,Female,Mpumalanga,14869.04,2022-09-17,Home,2077.62,Active,2025-05-17,11817.51,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1276,POL5276,CLM9276,61,Female,Western Cape,13793.37,2021-11-03,Auto,1223.49,Active,2025-07-09,40040.39,Approved,No,Valid Customer ID,Valid Claim ID
CUST1277,POL5277,CLM9277,51,Male,KwaZulu-Natal,34652.35,2024-04-21,Funeral,459.65,Active,2025-02-26,5947.23,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1279,POL5279,CLM9279,46,Female,Unknown,26082.06,2020-12-30,Auto,1168.21,Active,2024-01-18,16426.5,Approved,No,Valid Customer ID,Valid Claim ID
CUST1280,POL5280,CLM9280,26,Female,Gauteng,4377.18,2023-10-27,Life,772.74,Active,2024-07-02,47359.17,Approved,No,Valid Customer ID,Valid Claim ID
CUST1281,POL5281,CLM9281,54,Male,Limpopo,53301,2022-06-11,Auto,761.07,Active,2024-09-30,11081.41,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1282,POL5282,CLM9282,51,Female,Eastern Cape,20104.74,2025-05-20,Life,1165,Cancelled,2025-12-01,43638.02,Approved,No,Valid Customer ID,Valid Claim ID
CUST1283,POL5283,CLM9283,44,Male,KwaZulu-Natal,48847.58,2025-08-26,Health,1857.36,Active,2025-10-14,15487.8,Approved,No,Valid Customer ID,Valid Claim ID
CUST1284,POL5284,CLM9284,36,Male,Eastern Cape,56656.07,2021-03-23,Home,1225.57,Active,2024-04-07,10488.5,Approved,No,Valid Customer ID,Valid Claim ID
CUST1285,POL5285,CLM9285,32,Male,Limpopo,26918.91,2024-06-01,Funeral,380.31,Active,2024-10-04,22077.35,Approved,No,Valid Customer ID,Valid Claim ID
CUST1286,POL5286,CLM9286,44,Female,Gauteng,26629.19,2021-03-17,Auto,2145.35,Lapsed,2024-07-31,20780.8,Approved,Yes,Valid Customer ID,Valid Claim ID
CUST1287,POL5287,CLM9287,46,Unknown,KwaZulu-Natal,12025.88,2021-03-19,Health,1617.02,Active,2025-02-02,10978.76,Approved,No,Valid Customer ID,Valid Claim ID
CUST1288,POL5288,CLM9288,50,Female,Free State,22731.79,2021-05-01,Home,2453.78,Active,2024-03-21,21058.12,Pending,No,Valid Customer ID,Valid Claim ID
CUST1289,POL5289,CLM9289,33,Unknown,Gauteng,24938.85,2022-03-04,Auto,1318.01,Active,2025-09-11,5796.45,Approved,No,Valid Customer ID,Valid Claim ID
CUST1290,POL5290,CLM9290,35,Female,North West,3500,2024-01-06,Auto,1223.54,Active,2025-05-17,24316.81,Pending,No,Valid Customer ID,Valid Claim ID
CUST1291,POL5291,CLM9291,44,Female,Free State,20505.57,2023-12-31,Auto,1529.02,Active,2025-09-25,14612,Approved,No,Valid Customer ID,Valid Claim ID
CUST1292,POL5292,CLM9292,33,Male,KwaZulu-Natal,8785.48,2022-03-02,Auto,1463.04,Active,2024-06-06,9670.65,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1293,POL5293,CLM9293,30,Male,KwaZulu-Natal,33941.52,2024-02-07,Auto,1797.83,Active,2024-10-03,33477.08,Approved,No,Valid Customer ID,Valid Claim ID
CUST1294,POL5294,CLM9294,18,Male,Free State,13281.66,2023-06-28,Health,3214.62,Active,2024-01-27,17431.58,Approved,No,Valid Customer ID,Valid Claim ID
CUST1295,POL5295,CLM9295,42,Male,North West,48314.02,2021-01-07,Funeral,432.45,Active,2024-03-27,4592.84,Approved,No,Valid Customer ID,Valid Claim ID
CUST1296,POL5296,CLM9296,42,Male,Western Cape,63161.79,2021-11-27,Life,1110.14,Active,2024-10-01,31378.25,Rejected,Yes,Valid Customer ID,Valid Claim ID
CUST1297,POL5297,CLM9297,49,Female,Free State,28723.25,2021-02-07,Health,2744.59,Lapsed,2024-09-09,14566.29,Approved,No,Valid Customer ID,Valid Claim ID
CUST1298,POL5298,CLM9298,29,Male,Eastern Cape,19064.04,2021-05-16,Auto,1064.62,Active,2024-12-06,6382.5,Pending,No,Valid Customer ID,Valid Claim ID
CUST1299,POL5299,CLM9299,52,Female,Eastern Cape,22452.78,2024-10-27,Health,2462.47,Lapsed,2025-08-31,4212.97,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1300,POL5300,CLM9300,29,Male,Eastern Cape,17932.47,2020-11-02,Health,2100.41,Cancelled,2024-10-25,1203.39,Pending,No,Valid Customer ID,Valid Claim ID
CUST1301,POL5301,CLM9301,37,Male,North West,null,2021-01-28,Health,2540.78,Lapsed,2024-04-26,1017.12,Approved,No,Valid Customer ID,Valid Claim ID
CUST1302,POL5302,CLM9302,59,Male,Gauteng,14729.5,2023-07-07,Funeral,421.57,Active,2025-03-24,15600.91,Approved,No,Valid Customer ID,Valid Claim ID
CUST1303,POL5303,CLM9303,35,Male,Free State,33180.86,2020-12-07,Life,825.77,Active,2024-09-15,24947.16,Rejected,Yes,Valid Customer ID,Valid Claim ID
CUST1304,POL5304,CLM9304,47,Female,KwaZulu-Natal,21964.24,2022-07-30,Health,2430.48,Active,2025-07-01,12057.43,Approved,No,Valid Customer ID,Valid Claim ID
CUST1305,POL5305,CLM9305,35,Female,Gauteng,17807,2022-02-03,Home,1033.96,Active,2025-07-03,38353.49,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1306,POL5306,CLM9306,26,Male,KwaZulu-Natal,39482.21,2022-04-19,Home,1532.39,Active,2025-10-24,28144.34,Approved,Yes,Valid Customer ID,Valid Claim ID
CUST1307,POL5307,CLM9307,45,Female,North West,16092.51,2023-05-26,Funeral,414,Active,2024-09-21,12109.48,Approved,No,Valid Customer ID,Valid Claim ID
CUST1308,POL5308,CLM9308,32,Male,Eastern Cape,32657,2023-01-19,Health,1966.37,Active,2025-12-08,10877,Approved,No,Valid Customer ID,Valid Claim ID
CUST1309,POL5309,CLM9309,43,Male,Eastern Cape,28552.26,2023-06-13,Auto,847.43,Active,2024-04-28,16497.54,Pending,No,Valid Customer ID,Valid Claim ID
CUST1310,POL5310,CLM9310,49,Female,Eastern Cape,51844,2021-09-25,Home,1862.23,Active,2024-04-09,36296.17,Approved,No,Valid Customer ID,Valid Claim ID
CUST1311,POL5311,CLM9311,18,Female,North West,30030.89,2022-01-22,Auto,1627.61,Active,2024-01-24,5193.55,Approved,No,Valid Customer ID,Valid Claim ID
CUST1312,POL5312,CLM9312,28,Male,Limpopo,25458.96,2022-07-10,Life,1307.21,Active,2025-03-12,36931.96,Approved,No,Valid Customer ID,Valid Claim ID
CUST1313,POL5313,CLM9313,40,Female,Western Cape,56589.06,2024-07-13,Auto,1447.08,Active,2025-09-20,25821.16,Approved,No,Valid Customer ID,Valid Claim ID
CUST1314,POL5314,CLM9314,46,Female,Free State,null,2025-07-16,Auto,1700.64,Active,2025-12-21,22479.65,Approved,No,Valid Customer ID,Valid Claim ID
CUST1315,POL5315,CLM9315,37,Male,North West,23426.25,2022-05-02,Health,1396.66,Active,2025-05-16,13448.5,Approved,No,Valid Customer ID,Valid Claim ID
CUST1316,POL5316,CLM9316,41,Female,Free State,24630.69,2021-09-27,Life,908.92,Active,2025-04-13,16195.12,Approved,No,Valid Customer ID,Valid Claim ID
CUST1317,POL5317,CLM9317,29,Female,KwaZulu-Natal,35190.6,2023-03-22,Life,1113.74,Active,2024-04-29,46758.07,Approved,No,Valid Customer ID,Valid Claim ID
