Customer_ID,Age,Gender,Province,Monthly_Income,Join_Date,Policy_ID,Policy_Type,Premium_Amount,Policy_Status,Claim_ID,Claim_Date,Claim_Amount,Claim_Status,Fraud_Flag
CUST1192,60,Male,Gauteng,71538.86,2022-10-15,POL5192,Health,"R 1,990.08",Active,CLM9192,2025-07-10,13840.57,Approved,No
CUST1193,48,,Mpumalanga,19358.46,2023-04-26,POL5193,Health,"1,439.91",Lapsed,CLM9193,2024-12-05,11955.23,REJECTED,Yes
CUST1194,46,Female,Eastern Cape,"R 39,887.43",2021-06-06,POL5194,Funeral,456.85,Active,CLM9194,2025-05-23,,Pending,No
CUST1195,46,Female,KwaZulu-Natal,33893.62,2021-05-13,POL5195,Home,2093.72,Active,CLM9195,2024-07-03,38719.24,Approved,No
CUST1196,46,Male,KwaZulu-Natal,8876.62,2024-03-06,POL5196,Health,"2,256.75",Active,CLM9196,2025-03-12,3765,Approved,No
CUST1197,32,,Eastern Cape,49472.19,2023/08/07,POL5197,Auto, 1162.47 ,Lapsed,CLM9197,2025-03-21,12791.27,Approved,No
CUST1198,35,Male,KwaZulu-Natal,,2024-12-04,POL5198,Life,R 709.06,Active,CLM9198,2025-11-26,31347.08,Approved,N
CUST1199,48,Male,Eastern Cape,42493.49,2022-12-01,POL5199,Auto,703.83,Active,CLM9199,2025-01-10, 4228.37 ,REJECTED,0
CUST1200,31,Male,Western Cape, 30475.49 ,2020-11-30,POL5200,Life,1368.36,Cancelled,CLM9200,2024-03-19,24331.26,Rejected,Yes
CUST1201,26,Female,mpumalanga,15154.96,2022-06-01,POL5201,Motor,1706.18,Active,CLM9201,2025-05-26,"5,398.51",Rejected,0
CUST1202,22,,Mpumalanga,35199.57,2024/01/13,POL5202,Home,1449.67,Active,CLM9202,2025-09-18,28703.7,Approved,No
CUST1203,37,Female,Limpopo,"39,564.66",2023-06-04,POL5203,Auto,1197.13,Lapsed,CLM9203,2025-12-31,24552.22,Approved,No
CUST1204,30,Female,North West,18332.43,2023-11-17,POL5204,Home,"1,277.91",Active,CLM9204,2024-11-03,31996.22,Approved,No
CUST1205,39,Male,North West,38397.55,2022-12-25,POL5205,Life,1167.29,Active,CLM9205,2024-05-22,41232.35,Approved,No
CUST1206,30,Male,North West,8665.38,2024-09-26,POL5206,Life,892,Active,CLM9206,2025-07-18,"75,948.80",Rejected,No
CUST1207,32,Male,KwaZulu-Natal,"R 40,034.23",2023-02-02,POL5207,Health,2072.75,Cancelled,CLM9207,2025-06-22,8055.02,Approved,No
CUST1208,35,M,WC,"R 24,083.36",2022-12-04,POL5208,Funeral,310.24,Active,CLM9208,2025-11-27,21468.08,Approved,0
CUST1209,24,Male,Western Cape,"R 9,485.59",2021-05-12,POL5209,Health,"R 2,428.36",Cancelled,CLM9209,2024-05-07,12687.14,Rejected,Yes
CUST1210,40,Female,Limpopo,69793.63,2022-09-25,POL5210,Health,1911.88,Cancelled,CLM9210,21/03/2024,28452.35,Rejected,No
CUST1211,45,Female,Western Cape,15138.39,2024-10-08,POL5211,Life,1193.95,Active,CLM9211,2025-10-18, 22346.91 ,Approved,No
CUST1212,65,Male,Western Cape,34061.44,2025/04/08,POL5212,Life,1205.35,Active,CLM9212,2025-07-31,52013.06,Approved,NO
CUST1213,18,Male,KwaZulu-Natal,28047.26,24/07/2024,POL5213,Auto,1464.74,Active,CLM9213,10-28-2025,20426.15,Approved,No
CUST1214,48,female,Gauteng,24715.31,2022-01-21,POL5214,Health,1230.85,Active,CLM9214,2024-11-05,23713.42,Approved,NO
CUST1215,43,,Mpumalanga,33448.23,2022-05-15,POL5215,Health,2834.14,Active,CLM9215,2025-03-01,5599.69,Approved,No
CUST1216,38,Female,Western Cape,28812.32,2022-08-26,POL5216,Health,751.87,Active,CLM9216,12-19-2024,500,Rejected,No
CUST1217,32,Female,KwaZulu-Natal,25416.64,2023-10-28,POL5217,Health,776.66,Active,CLM9217,2024-09-10,10388.07,Approved, no 
CUST1218,30,Female,Free State,29147.94,2022-07-13,POL5218,Funeral,360.06,Active,CLM9218,2024-06-12,"R 18,187.42",Pending,No
CUST1219,34,,Limpopo,21287.1,2023-08-03,POL5219,Home,1740.09,Active,CLM9219,2025-05-25,13609.71,Approved,No
CUST1220,58,Male,Free State,24947.36,2024-08-20,POL5220,LIFE,677.59,Cancelled,CLM9220,2024-12-27,61240.99, Approved ,Yes
CUST1221,44,Female,Mpumalanga,42428,2022-08-10,POL5221,Life,677.02,Lapsed,CLM9221,2024-09-27,28888.74,Approved,No
CUST1222,44,Female,Gauteng,8860.07,2023-11-07,POL5222,Health,"1,360.49",Active,CLM9222,2025-07-20,14083.54,Approved,No
CUST1223,42,Female,Mpumalanga,6092.76,2023-09-26,POL5223,Home,1464.08,Active,CLM9223,11-May-2024,31631.21,Approved,No
CUST1224,47,Female,NW,36574.56,2025-02-04,POL5224,Home,1539,Active,CLM9224,2025-05-27,33464.84,Rejected,Yes
CUST1225,43,Female,Eastern Cape,43273.73,2022/06/22,POL5225,Life,1012,active,CLM9225,2024-05-23, 73141.44 ,Rejected,No
CUST1226,44,Female,Western Cape,8409.71,2023-09-12,POL5226,HEALTH,839.98,Active,CLM9226,2025-08-30,"R 27,633.26",Rejected,No
CUST1227,60,Female,Mpumalanga,28052,2021-11-21,POL5227,Health,2904.89,Active,CLM9227,2024-04-22,16503.05,Approved,No
CUST1228,35,Male,Eastern Cape,32792.73,04-21-2022,POL5228,Auto,1893.96,Active,CLM9228,2025-08-15,23302.33,Pending,No
CUST1229,43,Male,Eastern Cape,25137.4,2024-02-27,POL5229,Auto,1964.42,Active,CLM9229,2025-01-24,13709.23,Approved,No
CUST1230,45,Male,gauteng,16739.58,2023-05-25,POL5230,Life,"R 1,013.29",Active,CLM9230,2025-03-27,41463.6,Approved,No
CUST1231,37, FEMALE ,Limpopo,6319.34,2023-04-27,POL5231,Health,1929.07,Active,CLM9231,2024-03-04,18996.14,Pending,No
CUST1232,33,Female,Eastern Cape,23073.1,2023/06/29,POL5232,Life,835.97,active,CLM9232,2025/06/29,"R 28,319.43",Approved,No
CUST1233,45,Female,Eastern Cape,3500.0,2022-11-18,POL5233,Auto,1224.13,Active,CLM9233,2024-08-18,8461.48,Approved,No
CUST1234,49,male,Eastern Cape,20306.44,2023-01-27,POL5234,Health,1718.67,Active,CLM9234,2024-10-07,15856.53,pending,NO
CUST1235,35,Female,Free State,39832.21,2024-06-30,POL5235,Home, 2366.85 ,Cancelled,CLM9235,2024-10-24,5554,Rejected,No
CUST1236,56,,North West,24164.1,2023-05-22,POL5236,Funeral,616.25,Active,CLM9236,2024-08-07,"6,993.32",Rejected,N
CUST1237,41,Female,Mpumalanga,12637.76,2024-04-25,POL5237,Auto,1143.9, Active ,CLM9237,2024-09-05,25916.67,Approved,No
CUST1238,31,Male,Limpopo,"24,772.66",2020-05-18,POL5238,Auto,"1,762.90",Active,CLM9238,04-12-2024,24472.92,Approved,No
CUST1239,44,Male,Western Cape,,10-Aug-2021,POL5239,Health,2375.03,CANCELLED,CLM9239,05-03-2025,4507.95,Rejected,No
CUST1240,18,Female,North West,"R 3,500.00",2022-07-12,POL5240,Health,,Active,CLM9240,2025-10-29, 8919.83 ,Rejected,No
CUST1241,47,Male,Western Cape,31015.55,2021-10-17,POL5241,Health,4455.74,Lapsed,CLM9241,2024-02-07,11635.9,Pending,No
CUST1242,22,M,Mpumalanga,38508.11,04-May-2022,POL5242,Funeral,,Active,CLM9242,2024-04-19,25091.65,APPROVED,No
CUST1243,37,Female,WC,"37,361.17",2022-05-19,POL5243,Funeral,R 326.64,Active,CLM9243,2024-04-25,15288.28,APPROVED,1
CUST1244,56,Female,Western Cape,41796.3,2024-09-22,POL5244,Auto,1654.2,Active,CLM9244,2025-11-21,31990.37,Approved,No
CUST1245,49,Female,Free State,21469,2023-08-26,POL5245,Life,1031.01,Active,CLM9245,2024-07-08,15651.48,Approved,No
CUST1246,44,Male,Gauteng,49294.09,2023-02-24,POL5246,Auto,1017.88,Active,CLM9246,2024-12-03,7490,Rejected,No
CUST1247,52,Male,Mpumalanga,24376.04,2021-08-22,POL5247,Life,494.85,active,CLM9247,2024-05-01,80770.97,Approved,NO
CUST1248,52,Female,Mpumalanga,16151.58,2021-07-03,POL5248,LIFE,"1,016.01",active,CLM9248,11-Jan-2025,"27,719.17",Pending,No
CUST1249,26,Male,Eastern Cape,61763.47,2022-01-02,POL5249,Auto,1880.74,Active,CLM9249,2025-03-01,"18,736.06",APPROVED,No
CUST1250,18,Male,limpopo,15954.61,2022-11-21,POL5250,Life,"R 1,089.14",Active,CLM9250,2025-06-22,36519.76,Rejected,No
CUST1251,24,Female,KwaZulu-Natal,8440.35,14/03/2024,POL5251,FUNERAL,295.86,Active,CLM9251,01-Jun-2025,20923.4, Declined ,N
CUST1252,18,Male,Western Cape,22560.71,23-Mar-2021,POL5252,Health,2369.53,Active,CLM9252,2024-07-29,15628,Approved,No
CUST1253,35,Female,Gauteng,30386.49,2020-12-12,POL5253,Health,1976.03,ACTIVE,CLM9253,2024-02-29,17716.88,Approved,No
CUST1254,43,female,Gauteng,44761.46,2025-02-17,POL5254,health ,1674.34,Lapsed,CLM9254,08-15-2025,7555.63,Rejected,Yes
CUST1255,42,Male,Gauteng,23339.95,2022-05-26,POL5255,Funeral,561, Active ,CLM9255,2024-02-02,24215.09,Pending,No
CUST1256,41,Male,Free State,50846.0,2022-11-14,POL5256,Medical,3190.84,Lapsed,CLM9256,2025-01-21,"R 21,604.25",Approved,1
CUST1257,36,Male,North West,32340,10-Jan-2023,POL5257,Auto,1330.19,Cancelled,CLM9257,2024-05-10,25217.27,Approved,No
CUST1258,50,,Mpumalanga,36169.62,2023-09-11,POL5258,Health,2447.91,active,CLM9258,2025-01-23,6163.18,approved,No
CUST1259,43,Female,Western Cape,"R 3,500.00",2024-01-21,POL5259,Auto,943.38,CANCELLED,CLM9259,04-25-2024,"20,389.00",Rejected,No
CUST1260,33,female,Gauteng,19429.66,2021-10-26,POL5260,Auto,1521.92,ACTIVE,CLM9260,2025-04-02,30523.87,Approved,No
CUST1261,19,Male,Limpopo,48929.14,2024-03-18,POL5261,Home,1140.48,Active,CLM9261,2024-08-10,24810.87,Approved,Yes
CUST1262,43,Male,North West,34580.62,21-Nov-2022,POL5262,Life,R 922.33,Active,CLM9262,2024-08-30,38253.2, Declined ,No
CUST1263,25,Male,Free State,29531.72,2020/11/24,POL5263,Health,2287.91,Active,CLM9263,2024-06-28,R -500.00,Pending,No
CUST1264,37,Female,Gauteng,22176.46,09-Aug-2023,POL5264,Funeral,229.73,Cancelled,CLM9264,2025-06-21, 17093.77 ,Approved,No
CUST1265,49,Female,Western Cape,"35,310.00",2023-05-01,POL5265,Health,1901.53,Active,CLM9265,2024-09-03,19143.63,Approved,No
CUST1266,64,Male,Eastern Cape, 19353.02 ,05-Jul-2022,POL5266,Funeral,305.32,active,CLM9266,2025-07-24,21673.19,rejected,Yes
CUST1267,28,Male,North West,18522.07,2021-03-05,POL5267,Life,1175.1,Cancelled,CLM9267,2024-04-04,72418.3,REJECTED,No
CUST1268,20,Male,Gauteng,20657.73,2023-01-25,POL5268,Auto,1092.64,Active,CLM9268,2024-03-15,24604.43,Approved,No
CUST1269,47,Male,Eastern Cape,"R 27,453.73",2022/10/10,POL5269,Auto,1203.73,Cancelled,CLM9269,2024-01-16,19800.06,Approved,No
CUST1270,39,Male,Eastern Cape,68157.64,2023-09-09,POL5270,Funeral,402.96,Active,CLM9270,2025-02-10,15788.95,Approved,0
CUST1271,46,Female,,42813.66,2022/01/19,POL5271,Health,2188.85,Active,CLM9271,2025-01-03,10095.12,Approved,No
CUST1272,46,Female,KwaZulu-Natal,"R 55,177.04",2023-09-04,POL5272,Home,1891,Active,CLM9272,2024-11-23,15004.71,Rejected,No
CUST1273,51,Female,Gauteng,29880.15,2021-07-19,POL5273,Life,735,Active,CLM9273,2024-09-24,72061.56,Approved,
CUST1274,32,female,Mpumalanga,"23,967.46",2021-10-22,POL5274,Auto, 1846.49 ,Active,CLM9274,2024-09-08,7784.53,Approved,No
CUST1275,42,Female,Mpumalanga,14869.04,2022-09-17,POL5275,home ,2077.62,Active,CLM9275,17/05/2025,11817.51,Rejected,No
CUST1276,61,Female,Western Cape,13793.37,2021-11-03,POL5276,Auto,1223.49,Active,CLM9276,2025-07-09,40040.39, Approved ,No
CUST1277,51,Male,KwaZulu-Natal,34652.35,2024-04-21,POL5277,Funeral,459.65,Active,CLM9277,2025-02-26,"5,947.23",Rejected,No
CUST1278,23,Male,KwaZulu-Natal,25914.43,08-17-2024,POL5278,Home,1490.79,Active,,2025-01-17,22587.38,Approved,NO
CUST1279,46,Female,,26082.06,12-30-2020,POL5279,Auto,1168.21, Active ,CLM9279,2024-01-18,16426.5,Approved,No
CUST1280,26,Female,Gauteng ,4377.18,2023-10-27,POL5280,Life,772.74,Active,CLM9280,02-Jul-2024,47359.17,APPROVED,No
CUST1281,54,Male,Limpopo,53301,2022-06-11,POL5281,AUTO,761.07,Active,CLM9281,2024-09-30,11081.41,Rejected,No
CUST1282,51,Female,Eastern Cape,20104.74,2025-05-20,POL5282,Life,1165,Cancelled,CLM9282,2025-12-01,43638.02,Approved, no 
CUST1283,44,male,KwaZulu-Natal,48847.58,2025-08-26,POL5283,Health,1857.36,Active,CLM9283,2025-10-14,15487.8,Approved,N
CUST1284,36,Male,Eastern Cape,56656.07,2021-03-23,POL5284,Home,1225.57,Active,CLM9284,2024-04-07,10488.5,Approved,No
CUST1285,32,Male,Limpopo,"R 26,918.91",2024-06-01,POL5285,Funeral,380.31,Active,CLM9285,2024-10-04,22077.35,Approved,No
CUST1286,44,Female,Gauteng,26629.19,2021-03-17,POL5286,Auto,2145.35,Lapsed,CLM9286,31-Jul-2024,20780.8,Approved,Yes
CUST1287,46,,KwaZulu-Natal,12025.88,2021/03/19,POL5287,Health,"R 1,617.02",Active,CLM9287,2025/02/02,10978.76,Approved,No
CUST1288,50, FEMALE ,Free State,22731.79,2021-05-01,POL5288,Home,2453.78,Active,CLM9288,2024-03-21,21058.12,Pending,No
CUST1289,33,,Gauteng,24938.85,2022-03-04,POL5289,AUTO,1318.01, Active ,CLM9289,2025-09-11,5796.45,Approved,No
CUST1290,35,Female,North West,3500.0,2024-01-06,POL5290,Auto,1223.54,Active,CLM9290,2025-05-17,24316.81,Pending,No
CUST1291,44,Female,Free State,20505.57,2023-12-31,POL5291,Auto,1529.02,Active,CLM9291,25-Sep-2025,14612,Approved,No
CUST1292,33,Male,KwaZulu Natal,8785.48,2022-03-02,POL5292,Auto,1463.04,Active,CLM9292,2024-06-06,9670.65,Rejected,No
CUST1293,30,Male,KwaZulu Natal,33941.52,07/02/2024,POL5293,Auto,1797.83,Active,CLM9293,2024-10-03,"33,477.08",Approved,No
CUST1294,18,M,Free State,13281.66,2023-06-28,POL5294,Health,3214.62,Active,CLM9294,01-27-2024,17431.58,Approved,No
CUST1295,42,Male,North West,48314.02,2021-01-07,POL5295,Funeral,432.45,Active,CLM9295,2024-03-27,4592.84,Approved,No
CUST1296,42,Male,WC,63161.79,2021-11-27,POL5296,Life,1110.14,Active,CLM9296,2024-10-01,31378.25,Rejected,Yes
CUST1297,49,Female,FS,28723.25,2021-02-07,POL5297,Health,"2,744.59",Lapsed,CLM9297,2024-09-09,14566.29,Approved,No
CUST1298,29,male,Eastern Cape,19064.04,2021-05-16,POL5298,Auto,1064.62,Active,CLM9298,2024-12-06,6382.5,Pending,No
CUST1299,52,Female,Eastern Cape,22452.78,2024-10-27,POL5299,health ,2462.47,Lapsed,CLM9299,2025-08-31,4212.97,Rejected,No
CUST1300,29,Male,Eastern Cape,17932.47,2020-11-02,POL5300,Health,2100.41,Cancelled,CLM9300,2024-10-25,1203.39,Pending,No
CUST1301,37,Male,North West,,2021-01-28,POL5301,Health,2540.78,Lapsed,CLM9301,2024-04-26,1017.12,Approved,N
CUST1302,59, male ,Gauteng,14729.5,2023-07-07,POL5302,funeral , 421.57 ,Active,CLM9302,2025-03-24,15600.91,Approved,No
CUST1303,35,Male,free state,33180.86,2020-12-07,POL5303,Life,825.77, Active ,CLM9303,2024-09-15,24947.16,Rejected,Yes
CUST1304,47,Female,KwaZulu-Natal,21964.24,2022-07-30,POL5304,Health,"2,430.48",Active,CLM9304,2025-07-01, 12057.43 ,Approved,No
CUST1305,35,Female,gauteng,17807,2022-02-03,POL5305,Home,1033.96,Active,CLM9305,2025-07-03,38353.49,Rejected,No
CUST1306,26,Male,KwaZulu-Natal,39482.21,2022-04-19,POL5306,Home, 1532.39 ,Active,CLM9306,2025-10-24,28144.34,Approved,YES
CUST1307,45,Female,North West,16092.51,2023-05-26,POL5307,Funeral,414.0,active,CLM9307,2024-09-21,12109.48,Approved,No
CUST1308,32,Male,Eastern Cape,32657,2023-01-19,POL5308,Health,1966.37,Active,CLM9308,2025-12-08, 10877.00 ,Approved,No
CUST1309,43,Male,Eastern Cape,"R 28,552.26",2023-06-13,POL5309,Auto,847.43,Active,CLM9309,2024-04-28,"R 16,497.54",Pending,No
CUST1310,49,Female,Eastern Cape,51844,2021-09-25,POL5310,Home,1862.23,Active,CLM9310,2024-04-09,36296.17, Approved ,No
CUST1311,18,Female,north west,30030.89,2022-01-22,POL5311,Auto,1627.61, Active ,CLM9311,2024-01-24,5193.55,Approved,No
CUST1312,28,Male,Limpopo,25458.96,10-Jul-2022,POL5312,LIFE,1307.21,Active,CLM9312,2025-03-12,36931.96,Approved, no 
CUST1313,40,Female,Western Cape,56589.06,2024-07-13,POL5313,Auto, 1447.08 ,Active,CLM9313,2025-09-20,25821.16,Approved,0
CUST1314,46,Female,Free State,,2025-07-16,POL5314,Auto,1700.64, Active ,CLM9314,12-21-2025,22479.65,Approved,No
CUST1315,37,Male,North West,23426.25,02-May-2022,POL5315,Health,1396.66,Active,CLM9315,2025-05-16, 13448.50 ,Approved,No
CUST1316,41,Female,free state,24630.69,27/09/2021,POL5316,Life,908.92,Active,CLM9316,13-Apr-2025,16195.12,Approved,No
CUST1317,29,Female,KZN,35190.6,2023-03-22,POL5317,Life,1113.74,Active,CLM9317,2024-04-29,46758.07,Approved,No
CUST1318,34,Male,Free State,26267.79,2021-09-17,POL5318,Health,1389.58,Active,CLM9318,09-Jul-2024,6639.08,Approved,0
CUST1319,52,,Western Cape,34732.71,2021-09-16,POL5319,HEALTH,1783.02,Active,CLM9319,06-Apr-2025,21901.23,Approved,N
CUST1320,32,Female,Gauteng,18062.95,2022-08-29,POL5320,Health,0,Active,CLM9320,2025-07-29,10800.47,Approved,No
CUST1321,53,Female,Eastern Cape, 12499.80 ,12-24-2020,POL5321,health ,2009.22,Lapsed,CLM9321,2024-03-25,8384.41,Approved,Yes
CUST1322,34,female,Gauteng,17801.54,2022/01/11,POL5322,Auto,1461.83, Active ,CLM9322,2025-04-13,19498.73,Approved,No
CUST1323,49, FEMALE ,KwaZulu-Natal,31402.07,2021-11-27,POL5323,Life,1025.43,Active,CLM9323,2025-01-10,54653.24,Approved,N
CUST1324,40,Male,EC,39894.57,2024-05-13,POL5324,Life,750.01,Cancelled,CLM9324,2025-10-31,57789.88,Approved,Yes
CUST1325,32,Female,Mpumalanga,26179.16,2022-12-02,POL5325,Health,"R 1,534.47",Lapsed,CLM9325,30/04/2024,16687,Approved,No
CUST1326,50,Female,,16170.82,2024-03-01,POL5326,AUTO,825.34,Active,CLM9326,2024-07-30,17435.56,Approved,No
CUST1327,36,Female,Western Cape,"R 23,290.58",2021-10-13,POL5327,Health,2377,Active,CLM9327,2024-09-30,19100.03,Approved,No
CUST1328,52, male ,Western Cape,9341.12,06/01/2021,POL5328,Funeral,278.36,Lapsed,CLM9328,10-10-2024,16569.12,Rejected,Yes
CUST1329,35,Male,Western Cape,10093.57,2023-08-12,POL5329,Home,1856.73,Lapsed,CLM9329,2025-11-23,39402.01,Rejected,No
CUST1330,30,Female,Free State,54466.17,2021-12-02,POL5330,Medical,, Active ,CLM9330,2024-04-05,28122.2,Rejected,No
CUST1331,42,Female,North West,29213.77,2021/08/11,POL5331,Health,2214.95,Active,CLM9331,2024/04/05,22900.5,Approved,No
CUST1332,41,Female,KwaZulu-Natal,3500,26/09/2021,POL5332,Home, 1251.42 ,Active,CLM9332,2024-08-04,1219.0,Pending,No
CUST1333,18,Female,North West,23515.83,2021-01-20,POL5333,Life,734.13,Active,CLM9333,2024-12-17,55666,Rejected,No
CUST1334,33,,KwaZulu-Natal,36866.58,20-Nov-2021,POL5334,Life,703.75,Lapsed,CLM9334,2024-06-10,57531.02,Approved,No
CUST1335,62,Female,Limpopo,8068.44,2023-11-16,POL5335,Funeral,256.26,Cancelled,CLM9335,2024-11-05,5502.64,Rejected,No
CUST1336,26,Female,KwaZulu-Natal,3500.0,2024-10-23,POL5336,Life,1079.24, Active ,CLM9336,2025-10-26,58785.81,Approved,Yes
CUST1337,49,Male,Free State, 22188.60 ,2024-10-26,POL5337,Life,923.91,Active,CLM9337,2025-05-03,48507.16,Rejected,Yes
CUST1338,55,Female,Gauteng,34280.9,2021-03-18,POL5338,Auto,1686.7, Active ,CLM9338,2025-03-08,21025.95,Approved,No
CUST1339,25,Male,Limpopo,42755.8,2022-09-26,POL5339,Health,1677.16,ACTIVE,CLM9339,2024-11-16,9095.07,Approved,No
CUST1340,45,Male,Free State,"R 18,225.20",06/01/2025,POL5340,Home,1499.06,Active,CLM9340,2025/11/24,12816.55,approved, no 
CUST1341,37,Male,Western Cape,31101.82,2022-01-13,POL5341,Health,"R 1,480.83",Active,CLM9341,06-04-2024,500.0,Approved,No
CUST1342,38,Female,Limpopo,31403.73,2023-06-02,POL5342,Auto,1247.02,Active,CLM9342,2025-08-26,10614.97,Rejected,No
CUST1343,36,Female,North West,3500,2021-07-06,POL5343,Home,1538.21,Active,CLM9343,2024-09-11,15430.95,Approved,NO
CUST1344,30,Female,Gauteng,"R 51,186.92",2021-12-20,POL5344,Home,2172.35,Active,CLM9344,2025-06-14,"R 36,695.64",Approved,No
CUST1345,45,Female,MP,50937.04,2021-10-25,POL5345,Life,570.27,LAPSED,CLM9345,2024-09-02,49384,Rejected,No
CUST1346,39,Male,Eastern Cape, 17543.07 ,2021-12-05,POL5346,LIFE,1081.63,Active,CLM9346,2024-01-13,,Rejected,No
CUST1347,34,Male,Free State,,2024-11-12,POL5347,Funeral,164.86,ACTIVE,CLM9347,2025-11-30,16949.03,Approved,No
CUST1348,38,Male,Gauteng,32297.74,11-08-2021,POL5348,Life,,Active,CLM9348,2024-03-02,"R 51,470.56",Approved,No
CUST1349,34,Female,Free State,27116.28,15/10/2024,POL5349,Home,508.12,Active,CLM9349,2025-09-22,500.0,Approved,No
CUST1350,41,Female,KwaZulu-Natal,12737.08,2023-08-04,POL5350,Life,977.63,active,CLM9350,2025-07-03,24731.03,Rejected, no 
CUST1351,47,male,Mpumalanga,3500.0,2022-09-17,POL5351,LIFE,1414.16,Active,CLM9351,2024-02-29,60205.94,rejected,Yes
CUST1352,23,Female,gauteng,35279,2024/03/08,POL5352,Health,2351.82,Active,CLM9352,2024-05-02,7113.14,Rejected,No
CUST1353,54,Male,Western Cape, 23137.77 ,17/09/2023,POL5353,Health,2053.06,Active,CLM9353,2024-09-22, 12201.69 ,Approved,0
CUST1354,44,F,KwaZulu-Natal,27194.75,29/09/2021,POL5354,Home,1108.77,Active,CLM9354,2024-10-05,24899.53,Rejected,YES
 ,49,Male,EC,23984.88,2024-07-28,POL5355,Health,1924.94,Active,CLM9355,2025-08-03,3030.05,Approved, no 
CUST1356,24,Female,KwaZulu-Natal,12883.69,2025-05-01,POL5356,Funeral,341.83,Active,CLM9356,2025-06-05,19838.61,Approved,Yes
CUST1357,30,Male, GP ,30845.3,2020-12-01,POL5357,Health,2211.41,Active,CLM9357,2024/02/06,500.0,Approved,NO
CUST1358,27,Female,LP,29767.75,2024-03-29,POL5358,Health,1624.49,Active,CLM9358,2024-10-04,1541.04,Rejected,No
CUST1359,36,Male,Gauteng, 21495.86 ,2024-08-27,POL5359,Auto,"R 1,365.53",Lapsed,CLM9359,2025-02-14,27556,Pending,No
CUST1360,38,Female,MP, 26498.29 ,2022-11-05,POL5360,Health,1453.99,Active,CLM9360,2024-07-24,25595.49,Approved,No
CUST1361,47,female,Limpopo,30791.94,2021-05-27,POL5361,Health,1712.66,Active,CLM9361,2024-07-19,19529.45,Approved,No
CUST1362,31,Male,Western Cape,28382.39,28/04/2021,POL5362,Auto,1333.42,Active,CLM9362,2024-12-20,18451.19,Approved,No
CUST1363,41,Male,North West,23463.05,2024-03-13,POL5363,auto ,"R 1,557.00",Active,CLM9363,11-10-2024,29357.07,Rejected,No
CUST1364,31, male ,Free State,31125.79,2024-05-05,POL5364,Health,1772.37,Active,CLM9364,2025-12-29,500.0,Pending, no 
CUST1365,40, male ,Free State, 30466.66 ,2020-11-24,POL5365,Property, 1418.04 ,Active,CLM9365,2024-03-27,"R 32,178.60",Rejected,Yes
CUST1366,42,Female,KwaZulu-Natal,"20,541.84",2022-12-16,POL5366,Life,724.83,active,CLM9366,2024-05-13,"R 64,294.74",Approved,No
CUST1367,37,Female,Free State,39856.35,2023-05-16,POL5367,Home,1994.28,active,CLM9367,2024-10-05,28406, Approved ,No
CUST1368,41,Male,Western Cape,3500.0,2021-11-10,POL5368,Home,1111.28,Active,CLM9368,2024-06-17,30204.44,Approved,N
CUST1369,40,Female,KwaZulu-Natal,21240.41,2022-03-09,POL5369,LIFE,1006.67,Cancelled,CLM9369,11-11-2024,40094.2,Rejected,Yes
CUST1370,24,Male,,31124.14,03-Jan-2024,POL5370,home ,1257.39, Active ,CLM9370,2024-12-01,20060.41,APPROVED,No
CUST1371,51,Male,North West,32152,2024/03/26,POL5371,Health,2273.24,active,CLM9371,2024-06-27,21508.77,Approved,No
CUST1372,32,Female,limpopo,11810.18,2024-03-11,POL5372,Auto,1647.53,active,CLM9372,2024-05-04,30196.26,Rejected,No
CUST1373,33,Male,Western Cape,38591.91,04-03-2025,POL5373,Auto,861.93,Active,CLM9373,2025-10-22,23257.2,Approved,No
CUST1374,48,female,KwaZulu-Natal,28018.56,2024-06-10,POL5374,Auto,"1,488.40",Active,CLM9374,2025-03-30,,Rejected,Yes
CUST1375,28,Female,KwaZulu-Natal,9064.88,05/02/2023,POL5375,Auto,796,Active,CLM9375,08-10-2025,20523.36,Approved,No
CUST1376,32,Female,Eastern Cape,14902,2023/06/21,POL5376,Auto,1287.73,Active,CLM9376,07/08/2024,9470.61,Approved,
CUST1377,51,Female,Western Cape,44020.1,2021-12-13,POL5377,Auto,864.25,Active,CLM9377,2024-10-29,26979.51,Approved,No
CUST1378,41,Female,Gauteng, 23753.10 ,2022-10-10,POL5378,Auto,1273.4,active,CLM9378,2025-10-20,"R 12,322.16",Approved,No
CUST1379,43,Male,Free State,24765.03,2023-05-08,POL5379,Home,1165.23, Active ,CLM9379,05-11-2025,"19,548.25", Approved ,No
CUST1380,27,Female,Free State,52066.57,2022-06-05,POL5380,Auto,1036.28,Active,CLM9380,2024-01-31,6322.76,Approved,No
CUST1381,47,Female,North West,,2022-10-23,POL5381,Home,2419.24,Cancelled,CLM9381,2024-04-12,25929,Pending,No
CUST1382,36,Female,Gauteng, 44703.58 ,2023-01-07,POL5382,Home,1114.07,Cancelled,CLM9382,2025-02-01,25902.64,APPROVED,No
CUST1383,35,Male,Western Cape,46077.83,2021-08-10,POL5383,Auto,1497.62,ACTIVE,CLM9383,2025-01-02,30461.09,Rejected,Yes
CUST1384,46,Male,Limpopo,16255.5,2023-09-16,POL5384,Home,1369.43,Lapsed,CLM9384,2025-07-09,25800.68,Rejected,Yes
CUST1385,34,male,Limpopo,52167.17,2021-05-28,POL5385,Life,1039.06,Active,CLM9385,2024-12-05,52655.78,Approved,NO
